法人・施設名,住所,アクセス,仕事内容,サービス形態,給与,給与の備考,待遇,勤務時間,休日,長期休暇/特別休暇,url
一般財団法人千葉県国際文化教育財団ベル・ナーサリー,千葉県船橋市行田１－４９－１,"千葉県船橋市行田１－４９－１
東武野田線 塚田駅から徒歩で2分
東武野田線 新船橋駅から徒歩で17分",☆保育士業務全般,,"月給 208,610円 〜 342,610円",,"通勤手当： 毎月 25,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)8時30分〜17時30分 (2)8時30分〜16時30分 (3)9時00分〜17時00分 シフトは月ごとに固定。残業はありません。時間は相談に応じます。※実働７～８時間 休憩60分 時間外勤務：なし ,年間休日数 126日,,"
https://job-medley.com/cw/hw/5784034/"
社会福祉法人晴翔会上溝保育園,神奈川県相模原市中央区光が丘３－２－１,"神奈川県相模原市中央区光が丘３－２－１
JR相模線 上溝駅から徒歩で24分","◎乳幼児の保育
０歳～５歳児の年齢別クラス保育
園児１２０名、保育スタッフ約２０名オープンスペースと明るい空間の中で子どもたちの様々な発達や人間形成の基礎が培われるよう配慮しています。育ちを中心とした中で養護と教育を一体化させて子どもたちが主体的、自主的に取り組める環境づくりを行っています。",,"月給 208,550円 〜 210,970円",,"通勤手当： 毎月 20,000円まで マイカー通勤可否：不可 昇給： 賞与：あり ",(1)8時30分〜17時00分 (2)7時00分〜15時30分 (3)9時30分〜18時00分 シフトにより勤務開所時間　７：００～１８：００延長保育　１９：００迄 休憩45分 時間外勤務：あり ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5738391/"
社会福祉法人まるやま福祉会,兵庫県姫路市東辻井２丁目５－１０,"兵庫県姫路市東辻井２丁目５－１０
JR姫新線(姫路～佐用) 播磨高岡駅から車で11分","保育士の業務を担当していただきます。＊入社日は相談に応じます。＊気軽にご相談ください。＊ハローワークを通して応募してください。
「保育」",,"月給 208,493円 〜 218,134円",,"通勤手当： 毎月 50,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",休憩60分 時間外勤務：なし ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5760292/"
社会福祉法人八葉福祉会幼保連携型認定こども園津田このみ学園,兵庫県姫路市飾磨区今在家６−１３３,"兵庫県姫路市飾磨区今在家６−１３３
山陽電鉄網干線 西飾磨駅から徒歩で10分
JR山陽本線(姫路～岡山) 英賀保駅から徒歩で22分","園児の保育
＊令和６年２月１日〜令和６年３月３１日は、週３日程度出勤していただき、４月からの保育に備えて頂きます。期間中は時間給で支払いになります。",,"月給 208,428円 〜 214,855円",,"通勤手当：月額 20,000円 毎月 月額まで マイカー通勤可否：可 無料駐車場有り 昇給：あり 賞与：あり ",(1)7時00分〜15時45分 (2)7時30分〜16時15分 (3)8時15分〜17時00分 休憩45分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5743955/"
株式会社ＧｒｅｅｎＥａｒｔｈ,東京都練馬区春日町５－３３－４１カスターニャ１Ｆ,"東京都練馬区春日町５－３３－４１カスターニャ１Ｆ
都営大江戸線 練馬春日町駅から徒歩で3分
都営大江戸線 光が丘駅から徒歩で19分
西武豊島線 豊島園駅から徒歩で24分","＜保育士業務＞・国産無垢材（ヒノキ）を使用した木のぬくもりあふれる保育園・定員６１名（０～５歳）・当園は「怒らない保育」を実施し、子どもたちが遊びこめる
環境づくりを重視しています。・床暖房も完備・駐輪場あり※令和６年４月勤務開始の募集です。※入社日についてはご相談ください。",,"月給 208,400円 〜 273,050円",,"通勤手当： 毎月 50,000円まで マイカー通勤可否：不可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)8時00分〜17時00分 (3)11時30分〜20時30分 シフト勤務 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5784135/"
株式会社ＧｒｅｅｎＥａｒｔｈ,東京都練馬区春日町５－３３－４１カスターニャ１Ｆ,"東京都練馬区春日町５－３３－４１カスターニャ１Ｆ
都営大江戸線 練馬春日町駅から徒歩で3分
都営大江戸線 光が丘駅から徒歩で19分
西武豊島線 豊島園駅から徒歩で24分","＜保育士業務＞・０～２歳児対象・定員２１名（練馬春日町第一）２２名（練馬春日町第二）・小さな保育園で保育士業務全般をお願いします！・登園は「怒らない保育」を実施し、子どもたちが
遊びこめる環境づくりを重視しています。・駅近くで、通勤も便利です！・床暖房も完備しています。＊令和６年４月勤務開始の募集です。＊入社日についてはご相談下さい。",,"月給 208,400円 〜 273,050円",,"通勤手当： 毎月 50,000円まで マイカー通勤可否：不可 昇給： 賞与：あり ",(1)7時20分〜16時20分 (2)8時30分〜17時30分 (3)9時40分〜18時40分 シフト勤務 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5784137/"
株式会社ＧｒｅｅｎＥａｒｔｈ,東京都練馬区春日町５－３３－４１カスターニャ１Ｆ,"東京都練馬区春日町５－３３－４１カスターニャ１Ｆ
都営大江戸線 練馬春日町駅から徒歩で3分
都営大江戸線 光が丘駅から徒歩で19分
西武豊島線 豊島園駅から徒歩で24分",＜保育士業務＞０～２歳児対象、定員２０名の小さな保育園で保育士業務全般をお願いします！当園は「怒らない保育」を実施し、子どもたちが遊びこめる環境づくりを重視しています。床暖房も完備しています。＊令和６年４月勤務開始の募集です。＊入社日についてはご相談下さい。,,"月給 208,400円 〜 273,050円",,"通勤手当： 毎月 50,000円まで マイカー通勤可否：不可 昇給： 賞与：あり ",(1)7時20分〜16時20分 (2)8時30分〜17時30分 (3)9時40分〜18時40分 シフト勤務 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5784136/"
社会福祉法人輝雲会手まり学園,神奈川県愛甲郡愛川町半原３７１５,"神奈川県愛甲郡愛川町半原３７１５
JR相模線 番田駅から車で28分","入所している児童の生活支援
掃除・洗たく・学習支援・食事配膳・片付け・寝かしつけ
・学校への準備・通院・買い物付きそい・レク等６つの家に７名程度の児童が入寮しています。みなさまには児童の生活を支えていただきたいです。また、生活の中で児童の生の声を拾い、家族に対する思いや希望などをケースワーカーに伝え、ケースワークに協力していきます。",,"月給 208,373円 〜 284,486円",,"通勤手当： 毎月 21,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",※求人条件特記事項参照 休憩60分 時間外勤務：あり ,年間休日数 114日,,"
https://job-medley.com/cw/hw/5765112/"
四国管財（株）,高知県高知市南はりまや町２丁目４−１５,"高知県高知市南はりまや町２丁目４−１５
ごめん線 デンテツターミナルビル前駅から徒歩で4分
ごめん線 はりまや橋駅から徒歩で6分
伊野線 はりまや橋駅から徒歩で6分","野市中央病院の院内託児所での保育士業務です。
病院職員さんが働きやすいよう、主に０〜３歳までのお子様数名をお預かりする小規模な託児所です。
小規模な施設なので、子供さん一人一人に向き合って成長を見守ることができます。
保育業務全般をお任せいたします。
連絡帳はキッズリーアプリを使用しています。
※簡単なＰＣ入力作業があります。
＊２週に１回程度泊り勤務があります。
☆保育士免許必須。保育士経験がある方歓迎いたします。",,"月給 208,320円",,通勤手当： マイカー通勤可否：可 駐車場 あり 昇給：なし 賞与：なし ,(1)19時00分〜4時00分 日勤は７：３０〜１８：３０　内８時間勤務　（１）泊まり勤務（１９：００〜翌８：００）うち４：００以降８：００までは時間外勤務となります。 休憩60分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5833219/"
株式会社ながしまプランニングオフィス,岐阜県瑞浪市稲津町小里２３１７－３,"岐阜県瑞浪市稲津町小里２３１７－３
JR中央本線(名古屋～塩尻) 瑞浪駅から車で10分","◇特別支援学校等に通う３歳から１８歳までの障がい児を対象
とした業務。・子供たちとの運動やリクリエーション、日常生活の支援
（施設内外）・お迎えや見送り等の送迎※応募される方はハローワークから「紹介状」の交付をうけて
ください。
［介護］",,"月給 208,320円",,"通勤手当： 毎月 5,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：なし ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5790403/"
社会福祉法人愛和会白百合第二ベビーホーム,東京都八王子市平岡町２０－３,"東京都八王子市平岡町２０－３
JR横浜線 八王子駅から徒歩で25分
JR中央本線(東京～塩尻) 八王子駅から徒歩で25分
JR中央線(快速) 八王子駅から徒歩で25分","◎保育士業務全般・通常保育時間及び延長保育時間の保育士業務・園内の環境整備＊園児数：３１名＊就業時間：（１）は平日
勤務時間７時間３０分
（２）は土曜日
他に早番、遅番があります。
ローテーション勤務です。＃ハートフル２３０６０２",,"月給 208,050円",,"通勤手当： 毎月 20,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)8時30分〜17時00分 (2)8時30分〜14時00分 (3)7時00分〜15時30分 （４）１０：３０～１９：００（１）平日　（２）土曜日（３）早番　（４）遅番（１）～（４）シフト 休憩60分 時間外勤務：なし ,年間休日数 102日,,"
https://job-medley.com/cw/hw/5759686/"
